jobid,instance,mutator,L,repl,seed
996,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,6,831878
997,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,7,339564
998,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,8,237719
999,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,9,485499
1000,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,10,599160
1001,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,1,140892
1002,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,2,905036
1003,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,3,249524
1004,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,4,247515
1005,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,5,653160
1006,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,6,831878
1007,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,7,339564
1008,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,8,237719
1009,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,9,485499
1010,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-F,100,10,599160
1011,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,1,140892
1012,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,2,905036
1013,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,3,249524
1014,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,4,247515
1015,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,5,653160
1016,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,6,831878
1017,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,7,339564
1018,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,8,237719
1019,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,9,485499
1020,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,USGS-PRE,100,10,599160
1021,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,1,140892
1022,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,2,905036
1023,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,3,249524
1024,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,4,247515
1025,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,5,653160
1026,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,6,831878
1027,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,7,339564
1028,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,8,237719
1029,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,9,485499
1030,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,SGS,100,10,599160
1031,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,1,140892
1032,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,2,905036
1033,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,3,249524
1034,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,4,247515
1035,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,5,653160
1036,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,6,831878
1037,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,7,339564
1038,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,8,237719
1039,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,9,485499
1040,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-L,100,10,599160
1041,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,1,140892
1042,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,2,905036
1043,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,3,249524
1044,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,4,247515
1045,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,5,653160
1046,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,6,831878
1047,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,7,339564
1048,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,8,237719
1049,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,9,485499
1050,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_7.graph,IF-G,100,10,599160
1051,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,1,140892
1052,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,2,905036
1053,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,3,249524
1054,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,4,247515
1055,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,5,653160
1056,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,6,831878
1057,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,7,339564
1058,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,8,237719
1059,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,9,485499
1060,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-F,100,10,599160
1061,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,1,140892
1062,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,2,905036
1063,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,3,249524
1064,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,4,247515
1065,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,5,653160
1066,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,6,831878
1067,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,7,339564
1068,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,8,237719
1069,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,9,485499
1070,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,USGS-PRE,100,10,599160
1071,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,1,140892
1072,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,2,905036
1073,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,3,249524
1074,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,4,247515
1075,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,5,653160
1076,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,6,831878
1077,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,7,339564
1078,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,8,237719
1079,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,9,485499
1080,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,SGS,100,10,599160
1081,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,1,140892
1082,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,2,905036
1083,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,3,249524
1084,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,4,247515
1085,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,5,653160
1086,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,6,831878
1087,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,7,339564
1088,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,8,237719
1089,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,9,485499
1090,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-L,100,10,599160
1091,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,1,140892
1092,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,2,905036
1093,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,3,249524
1094,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,4,247515
1095,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,5,653160
1096,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,6,831878
1097,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,7,339564
1098,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,8,237719
1099,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,9,485499
1100,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_3.graph,IF-G,100,10,599160
1101,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,1,140892
1102,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,2,905036
1103,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,3,249524
1104,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,4,247515
1105,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,5,653160
1106,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,6,831878
1107,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,7,339564
1108,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,8,237719
1109,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,9,485499
1110,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-F,100,10,599160
1111,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,1,140892
1112,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,2,905036
1113,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,3,249524
1114,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,4,247515
1115,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,5,653160
1116,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,6,831878
1117,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,7,339564
1118,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,8,237719
1119,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,9,485499
1120,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,USGS-PRE,100,10,599160
1121,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,1,140892
1122,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,2,905036
1123,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,3,249524
1124,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,4,247515
1125,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,5,653160
1126,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,6,831878
1127,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,7,339564
1128,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,8,237719
1129,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,9,485499
1130,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,SGS,100,10,599160
1131,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,1,140892
1132,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,2,905036
1133,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,3,249524
1134,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,4,247515
1135,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,5,653160
1136,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,6,831878
1137,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,7,339564
1138,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,8,237719
1139,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,9,485499
1140,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-L,100,10,599160
1141,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,1,140892
1142,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,2,905036
1143,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,3,249524
1144,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,4,247515
1145,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,5,653160
1146,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,6,831878
1147,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,7,339564
1148,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,8,237719
1149,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,9,485499
1150,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_8.graph,IF-G,100,10,599160
1151,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,1,140892
1152,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,2,905036
1153,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,3,249524
1154,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,4,247515
1155,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,5,653160
1156,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,6,831878
1157,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,7,339564
1158,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,8,237719
1159,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,9,485499
1160,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-F,100,10,599160
1161,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,1,140892
1162,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,2,905036
1163,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,3,249524
1164,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,4,247515
1165,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,5,653160
1166,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,6,831878
1167,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,7,339564
1168,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,8,237719
1169,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,9,485499
1170,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,USGS-PRE,100,10,599160
1171,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,1,140892
1172,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,2,905036
1173,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,3,249524
1174,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,4,247515
1175,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,5,653160
1176,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,6,831878
1177,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,7,339564
1178,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,8,237719
1179,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,9,485499
1180,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,SGS,100,10,599160
1181,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,1,140892
1182,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,2,905036
1183,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,3,249524
1184,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,4,247515
1185,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,5,653160
1186,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,6,831878
1187,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,7,339564
1188,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,8,237719
1189,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,9,485499
1190,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-L,100,10,599160
1191,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,1,140892
1192,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,2,905036
1193,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,3,249524
1194,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,4,247515
1195,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,5,653160
1196,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,6,831878
1197,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,7,339564
1198,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,8,237719
1199,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,9,485499
1200,instances/50/CLASS2_50_1225_0_2_UNG_CEG_CONCWG_2.graph,IF-G,100,10,599160
1201,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,1,140892
1202,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,2,905036
1203,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,3,249524
1204,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,4,247515
1205,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,5,653160
1206,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,6,831878
1207,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,7,339564
1208,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,8,237719
1209,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,9,485499
1210,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-F,100,10,599160
1211,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,1,140892
1212,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,2,905036
1213,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,3,249524
1214,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,4,247515
1215,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,5,653160
1216,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,6,831878
1217,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,7,339564
1218,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,8,237719
1219,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,9,485499
1220,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,USGS-PRE,100,10,599160
1221,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,1,140892
1222,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,2,905036
1223,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,3,249524
1224,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,4,247515
1225,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,5,653160
1226,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,6,831878
1227,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,7,339564
1228,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,8,237719
1229,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,9,485499
1230,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,SGS,100,10,599160
1231,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,1,140892
1232,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,2,905036
1233,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,3,249524
1234,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,4,247515
1235,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,5,653160
1236,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,6,831878
1237,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,7,339564
1238,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,8,237719
1239,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,9,485499
1240,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_9.graph,IF-L,100,10,599160
